"","scaffold","ref_start","ref_end","LG","LG_position_start","LG_position_end","locus","samp_sizetot","SynSitestot","Dxy_Ks_NMX","scaffold.1","scaffold_num","pct_identical","length","n_mismatch","n_gaps","q_start","q_end","ref_start.1","ref_end.1","evalue","bitscore"
"261",8977,32673,32565,"L.10",107682507,107682615,3130,24,415.1733333,0.011323586,"ScnbKXS_8977;HRSCAF=10488",8977,99.083,109,1,0,2782,2890,32673,32565,0.0000000000000000000000000000000000000000000000333,196
"264",8977,33585,33502,"L.10",107681595,107681678,3130,24,415.1733333,0.011323586,"ScnbKXS_8977;HRSCAF=10488",8977,100,84,0,0,2478,2561,33585,33502,0.0000000000000000000000000000000000565,156
"265",8977,33958,33844,"L.10",107681222,107681336,3130,24,415.1733333,0.011323586,"ScnbKXS_8977;HRSCAF=10488",8977,100,115,0,0,2367,2481,33958,33844,0.000000000000000000000000000000000000000000000000000331,213
"267",8977,34905,34946,"L.10",107680275,107680234,3130,24,415.1733333,0.011323586,"ScnbKXS_8977;HRSCAF=10488",8977,100,42,0,0,1,42,34905,34946,0.0000000000126,78.7
"271",3632,80993,80901,"L.10",101433794,101433886,7863,20,180.4206349,0.011169924,"ScnbKXS_3632;HRSCAF=4291",3632,100,93,0,0,1042,1134,80993,80901,0.000000000000000000000000000000000000000321,172
"272",3632,81901,81816,"L.10",101432886,101432971,7863,20,180.4206349,0.011169924,"ScnbKXS_3632;HRSCAF=4291",3632,100,86,0,0,958,1043,81901,81816,0.0000000000000000000000000000000000025,159
"273",3632,82139,81980,"L.10",101432648,101432807,7863,20,180.4206349,0.011169924,"ScnbKXS_3632;HRSCAF=4291",3632,99.375,160,1,0,799,958,82139,81980,0.00000000000000000000000000000000000000000000000000000000000000000000000000085,291
"276",3632,82870,82755,"L.10",101431917,101432032,7863,20,180.4206349,0.011169924,"ScnbKXS_3632;HRSCAF=4291",3632,100,116,0,0,528,643,82870,82755,0.0000000000000000000000000000000000000000000000000000526,215
"280",16380,49585,49700,"L.10",101317109,101316994,8682,24,572.4466667,0.011142188,"ScnbKXS_16380;HRSCAF=19763",16380,99.145,117,0,1,2625,2741,49585,49700,0.00000000000000000000000000000000000000000000000000743,209
"281",16380,50058,50174,"L.10",101316636,101316520,8682,24,572.4466667,0.011142188,"ScnbKXS_16380;HRSCAF=19763",16380,100,117,0,0,2734,2850,50058,50174,0.0000000000000000000000000000000000000000000000000000444,217
"283",16380,51960,52496,"L.10",101314734,101314198,8682,24,572.4466667,0.011142188,"ScnbKXS_16380;HRSCAF=19763",16380,99.071,538,4,1,3035,3572,51960,52496,0,965
"288",16380,56564,56643,"L.10",101310130,101310051,8682,24,572.4466667,0.011142188,"ScnbKXS_16380;HRSCAF=19763",16380,100,80,0,0,386,465,56564,56643,0.0000000000000000000000000000000164,148
"292",16380,61353,61468,"L.10",101305341,101305226,8682,24,572.4466667,0.011142188,"ScnbKXS_16380;HRSCAF=19763",16380,99.145,117,0,1,2734,2850,61353,61468,0.00000000000000000000000000000000000000000000000000743,209
"294",16380,62167,62237,"L.10",101304527,101304457,8682,24,572.4466667,0.011142188,"ScnbKXS_16380;HRSCAF=19763",16380,100,71,0,0,3035,3105,62167,62237,0.00000000000000000000000000166,132
"298",316,266629,266577,"L.10",100203285,100203337,189,24,324.7533333,0.009285307,"ScnbKXS_316;HRSCAF=371",316,100,53,0,0,1641,1693,266629,266577,0.00000000000000000601,99
"301",316,267852,267774,"L.10",100202062,100202140,189,24,324.7533333,0.009285307,"ScnbKXS_316;HRSCAF=371",316,100,79,0,0,1424,1502,267852,267774,0.0000000000000000000000000000000212,147
"302",316,268681,268561,"L.10",100201233,100201353,189,24,324.7533333,0.009285307,"ScnbKXS_316;HRSCAF=371",316,99.174,121,0,1,1307,1426,268681,268561,0.0000000000000000000000000000000000000000000000000000159,217
"305",316,270176,270046,"L.10",100199738,100199868,189,24,324.7533333,0.009285307,"ScnbKXS_316;HRSCAF=371",316,99.242,132,0,1,1068,1199,270176,270046,0.0000000000000000000000000000000000000000000000000000000000122,237
"311",316,272263,272117,"L.10",100197651,100197797,189,24,324.7533333,0.009285307,"ScnbKXS_316;HRSCAF=371",316,100,147,0,0,600,746,272263,272117,0.000000000000000000000000000000000000000000000000000000000000000000000335,272
"313",316,272750,272673,"L.10",100197164,100197241,189,24,324.7533333,0.009285307,"ScnbKXS_316;HRSCAF=371",316,100,78,0,0,429,506,272750,272673,0.0000000000000000000000000000000761,145
"314",316,273196,273112,"L.10",100196718,100196802,189,24,324.7533333,0.009285307,"ScnbKXS_316;HRSCAF=371",316,100,85,0,0,347,431,273196,273112,0.00000000000000000000000000000000000978,158
"316",316,273599,273290,"L.10",100196315,100196624,189,24,324.7533333,0.009285307,"ScnbKXS_316;HRSCAF=371",316,99.355,310,2,0,39,348,273599,273290,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000177,562
"319",3937,84853,84746,"L.10",100571759,100571866,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,100,108,0,0,3180,3287,84853,84746,0.00000000000000000000000000000000000000000000000252,200
"320",3937,85003,84933,"L.10",100571609,100571679,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,100,71,0,0,3112,3182,85003,84933,0.000000000000000000000000000934,132
"321",3937,85250,85071,"L.10",100571362,100571541,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,99.448,181,0,1,2933,3113,85250,85071,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000111,327
"322",3937,85429,85332,"L.10",100571183,100571280,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,100,98,0,0,2842,2939,85429,85332,0.000000000000000000000000000000000000000000914,182
"323",3937,85826,85770,"L.10",100570786,100570842,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,100,57,0,0,2788,2844,85826,85770,0.0000000000000000000566,106
"324",3937,87074,86953,"L.10",100569538,100569659,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,99.18,122,1,0,2669,2790,87074,86953,0.00000000000000000000000000000000000000000000000000000194,220
"325",3937,87509,87380,"L.10",100569103,100569232,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,100,130,0,0,2543,2672,87509,87380,0.00000000000000000000000000000000000000000000000000000000000149,241
"326",3937,87766,87582,"L.10",100568846,100569030,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,99.459,185,1,0,2362,2546,87766,87582,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000184,337
"327",3937,88132,87843,"L.10",100568480,100568769,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,100,290,0,0,2074,2363,88132,87843,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000169,536
"329",3937,89318,89245,"L.10",100567294,100567367,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,100,74,0,0,1876,1949,89318,89245,0.0000000000000000000000000000201,137
"330",3937,89513,89411,"L.10",100567099,100567201,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,100,103,0,0,1776,1878,89513,89411,0.00000000000000000000000000000000000000000000152,191
"331",3937,89846,89635,"L.10",100566766,100566977,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,99.528,212,1,0,1566,1777,89846,89635,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018,387
"332",3937,90289,89950,"L.10",100566323,100566662,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,99.413,341,0,2,1228,1567,90289,89950,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000588,617
"333",3937,91135,90663,"L.10",100565477,100565949,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,99.366,473,1,2,766,1236,91135,90663,0,856
"334",3937,92118,92041,"L.10",100564494,100564571,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,100,78,0,0,692,769,92118,92041,0.00000000000000000000000000000012,145
"335",3937,93017,92914,"L.10",100563595,100563698,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,100,104,0,0,589,692,93017,92914,0.000000000000000000000000000000000000000000000422,193
"337",3937,93374,93316,"L.10",100563238,100563296,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,100,59,0,0,441,499,93374,93316,0.00000000000000000000437,110
"339",3937,94515,94554,"L.10",100562097,100562058,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,100,40,0,0,3,42,94515,94554,0.00000000016,75
"341",3937,96039,95848,"L.10",100560573,100560764,3428,24,656.6133333,0.007645604,"ScnbKXS_3937;HRSCAF=4644",3937,99.482,193,0,1,37,229,96039,95848,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000237,350
"342",2495,6608611,6608268,"L.10",137851702,137852045,2952,24,395.2533333,0.007629032,"ScnbKXS_2495;HRSCAF=2946",2495,100,344,0,0,1833,2176,6608611,6608268,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000096,636
"345",2495,6609416,6609298,"L.10",137850897,137851015,2952,24,395.2533333,0.007629032,"ScnbKXS_2495;HRSCAF=2946",2495,99.16,119,1,0,1432,1550,6609416,6609298,0.0000000000000000000000000000000000000000000000000000533,215
"347",2495,6610115,6610014,"L.10",137850198,137850299,2952,24,395.2533333,0.007629032,"ScnbKXS_2495;HRSCAF=2946",2495,100,102,0,0,1151,1252,6610115,6610014,0.00000000000000000000000000000000000000000000323,189
"348",2495,6611532,6611431,"L.10",137848781,137848882,2952,24,395.2533333,0.007629032,"ScnbKXS_2495;HRSCAF=2946",2495,99.029,103,0,1,1058,1160,6611532,6611431,0.00000000000000000000000000000000000000000015,183
"350",2495,6612602,6612430,"L.10",137847711,137847883,2952,24,395.2533333,0.007629032,"ScnbKXS_2495;HRSCAF=2946",2495,100,173,0,0,764,936,6612602,6612430,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000011,320
"351",2495,6614205,6614053,"L.10",137846108,137846260,2952,24,395.2533333,0.007629032,"ScnbKXS_2495;HRSCAF=2946",2495,100,153,0,0,614,766,6614205,6614053,0.000000000000000000000000000000000000000000000000000000000000000000000000144,283
"352",2495,6614437,6614291,"L.10",137845876,137846022,2952,24,395.2533333,0.007629032,"ScnbKXS_2495;HRSCAF=2946",2495,100,147,0,0,469,615,6614437,6614291,0.000000000000000000000000000000000000000000000000000000000000000000000312,272
"353",2495,6615216,6614747,"L.10",137845097,137845566,2952,24,395.2533333,0.007629032,"ScnbKXS_2495;HRSCAF=2946",2495,99.151,471,3,1,1,471,6615216,6614747,0,846
"355",11619,27818506,27818556,"L.10",54773590,54773540,1875,24,147.4533333,0.006775332,"ScnbKXS_11619;HRSCAF=13537",11619,100,51,0,0,42,92,27818506,27818556,0.0000000000000000863,95.3
"356",11619,27818709,27818901,"L.10",54773387,54773195,1875,24,147.4533333,0.006775332,"ScnbKXS_11619;HRSCAF=13537",11619,100,193,0,0,88,280,27818709,27818901,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000996,357
"357",11619,27819147,27819249,"L.10",54772949,54772847,1875,24,147.4533333,0.006775332,"ScnbKXS_11619;HRSCAF=13537",11619,100,103,0,0,279,381,27819147,27819249,0.00000000000000000000000000000000000000000000107,191
"358",11619,27819388,27819517,"L.10",54772708,54772579,1875,24,147.4533333,0.006775332,"ScnbKXS_11619;HRSCAF=13537",11619,100,130,0,0,380,509,27819388,27819517,0.00000000000000000000000000000000000000000000000000000000000105,241
"359",11619,27819620,27819758,"L.10",54772476,54772338,1875,24,147.4533333,0.006775332,"ScnbKXS_11619;HRSCAF=13537",11619,99.281,139,1,0,510,648,27819620,27819758,0.000000000000000000000000000000000000000000000000000000000000000484,252
"363",5751,90834,90594,"L.10",101635092,101635332,539,24,173.18,0.00578914,"ScnbKXS_5751;HRSCAF=6748",5751,100,241,0,0,386,626,90834,90594,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000775,446
"364",5751,91196,90928,"L.10",101634730,101634998,539,24,173.18,0.00578914,"ScnbKXS_5751;HRSCAF=6748",5751,99.257,269,1,1,123,390,91196,90928,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000164,484
"368",15941,64652,64557,"L.10",102150081,102150176,4664,24,301.2733333,0.005557198,"ScnbKXS_15941;HRSCAF=18851",15941,100,96,0,0,1655,1750,64652,64557,0.00000000000000000000000000000000000000000726,178
"369",15941,65342,65224,"L.10",102149391,102149509,4664,24,301.2733333,0.005557198,"ScnbKXS_15941;HRSCAF=18851",15941,100,119,0,0,1539,1657,65342,65224,0.00000000000000000000000000000000000000000000000000000119,220
"371",15941,65830,65707,"L.10",102148903,102149026,4664,24,301.2733333,0.005557198,"ScnbKXS_15941;HRSCAF=18851",15941,99.194,124,0,1,1364,1486,65830,65707,0.000000000000000000000000000000000000000000000000000000331,222
"372",15941,66116,65977,"L.10",102148617,102148756,4664,24,301.2733333,0.005557198,"ScnbKXS_15941;HRSCAF=18851",15941,100,140,0,0,1230,1369,66116,65977,0.00000000000000000000000000000000000000000000000000000000000000000252,259
"373",15941,66804,66590,"L.10",102147929,102148143,4664,24,301.2733333,0.005557198,"ScnbKXS_15941;HRSCAF=18851",15941,99.537,216,0,1,1016,1231,66804,66590,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000238,392
"374",15941,67111,66911,"L.10",102147622,102147822,4664,24,301.2733333,0.005557198,"ScnbKXS_15941;HRSCAF=18851",15941,99.005,201,2,0,818,1018,67111,66911,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000671,361
"376",15941,67575,67507,"L.10",102147158,102147226,4664,24,301.2733333,0.005557198,"ScnbKXS_15941;HRSCAF=18851",15941,100,69,0,0,724,792,67575,67507,0.00000000000000000000000000741,128
"380",15941,93375,93257,"L.10",102121358,102121476,4664,24,301.2733333,0.005557198,"ScnbKXS_15941;HRSCAF=18851",15941,100,119,0,0,1539,1657,93375,93257,0.00000000000000000000000000000000000000000000000000000119,220
"383",15941,94146,94008,"L.10",102120587,102120725,4664,24,301.2733333,0.005557198,"ScnbKXS_15941;HRSCAF=18851",15941,99.286,140,0,1,1230,1369,94146,94008,0.000000000000000000000000000000000000000000000000000000000000000422,252
"385",15941,95137,94937,"L.10",102119596,102119796,4664,24,301.2733333,0.005557198,"ScnbKXS_15941;HRSCAF=18851",15941,99.005,201,2,0,818,1018,95137,94937,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000671,361
"390",16347,32608,32161,"L.10",130601451,130601898,7588,24,305.7266667,0.005466497,"ScnbKXS_16347;HRSCAF=19704",16347,99.777,448,1,0,1274,1721,32608,32161,0,822
"391",16347,33371,32825,"L.10",130600688,130601234,7588,24,305.7266667,0.005466497,"ScnbKXS_16347;HRSCAF=19704",16347,99.452,547,2,1,733,1278,33371,32825,0,992
"392",16347,33824,33466,"L.10",130600235,130600593,7588,24,305.7266667,0.005466497,"ScnbKXS_16347;HRSCAF=19704",16347,99.721,359,1,0,375,733,33824,33466,0,658
"393",16347,34869,34570,"L.10",130599190,130599489,7588,24,305.7266667,0.005466497,"ScnbKXS_16347;HRSCAF=19704",16347,100,300,0,0,76,375,34869,34570,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000218,555
"395",15816,36162,35899,"L.10",117875272,117875535,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,100,264,0,0,1825,2088,36162,35899,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000273,488
"397",15816,36539,36472,"L.10",117874895,117874962,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,100,68,0,0,1673,1740,36539,36472,0.0000000000000000000000000246,126
"398",15816,36753,36620,"L.10",117874681,117874814,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,100,134,0,0,1542,1675,36753,36620,0.00000000000000000000000000000000000000000000000000000000000000504,248
"399",15816,37215,37135,"L.10",117874219,117874299,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,100,81,0,0,1464,1544,37215,37135,0.00000000000000000000000000000000146,150
"400",15816,37971,37903,"L.10",117873463,117873531,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,100,69,0,0,1397,1465,37971,37903,0.00000000000000000000000000685,128
"401",15816,38461,38333,"L.10",117872973,117873101,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,100,129,0,0,1219,1347,38461,38333,0.00000000000000000000000000000000000000000000000000000000000303,239
"402",15816,39248,39141,"L.10",117872186,117872293,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,99.074,108,1,0,1115,1222,39248,39141,0.0000000000000000000000000000000000000000000000666,195
"404",15816,40282,40214,"L.10",117871152,117871220,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,100,69,0,0,957,1025,40282,40214,0.00000000000000000000000000685,128
"406",15816,41777,41699,"L.10",117869657,117869735,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,100,79,0,0,763,841,41777,41699,0.0000000000000000000000000000000189,147
"407",15816,41908,41860,"L.10",117869526,117869574,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,100,49,0,0,716,764,41908,41860,0.000000000000000899,91.6
"408",15816,42658,42541,"L.10",117868776,117868893,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,99.153,118,1,0,601,718,42658,42541,0.000000000000000000000000000000000000000000000000000184,213
"410",15816,43263,43303,"L.10",117868171,117868131,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,100,41,0,0,1,41,43263,43303,0.0000000000252,76.8
"411",15816,43343,43235,"L.10",117868091,117868199,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,100,109,0,0,418,526,43343,43235,0.000000000000000000000000000000000000000000000000398,202
"412",15816,43876,43801,"L.10",117867558,117867633,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,100,76,0,0,345,420,43876,43801,0.00000000000000000000000000000088,141
"413",15816,44563,44253,"L.10",117866871,117867181,8863,22,314.6884058,0.005319845,"ScnbKXS_15816;HRSCAF=18574",15816,99.678,311,1,0,36,346,44563,44253,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947,569
"414",2495,280975,281068,"L.10",144179338,144179245,1353,24,386.3133333,0.005199649,"ScnbKXS_2495;HRSCAF=2946",2495,100,94,0,0,1,94,280975,281068,0.0000000000000000000000000000000000000000889,174
"415",2495,282126,282310,"L.10",144178187,144178003,1353,24,386.3133333,0.005199649,"ScnbKXS_2495;HRSCAF=2946",2495,100,185,0,0,93,277,282126,282310,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023,342
